"","Sampleid","Purity","Ploidy","Sex","Contamination","Flagged","Failed","Curated","Comment"
"126","X33a0bd2794a0e57e43b05088947ded41_gdc_realn",0.84,3.37220565198226,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"127","X67c4dae44efb6f957423847db7f0eb51_gdc_realn",0.84,1.91720925447964,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"128","X9ad3cf7c20098a0cd98c85bdee353aa3_gdc_realn",0.87,3.00296457240944,"FALSE",0.000254822085950891,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"129","X4c62940439a5052b1d86281b207028af_gdc_realn",0.89,1.94297110220963,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"130","a6bfbbf5cb4fa7afe5d855860a5d74a7_gdc_realn",0.9,1.96063924539975,"FALSE",0.000136293751301797,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"131","X53f19ac420a13561e1e22d9c80ebaae9_gdc_realn",0.91,2.79488218806546,"FALSE",0,TRUE,FALSE,FALSE,"HIGH PURITY AND model.homozygous=FALSE;NOISY SEGMENTATION"
"132","a1d77a974f879b3e6d046d1270b9dd71_gdc_realn",0.57,3.08417866814628,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"133","b046756675cfef0f4d5100c73cc1de20_gdc_realn",0.89,2.59712463582826,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"134","X526056dcc6c96431b9443d327729d3b6_gdc_realn",0.72,3.28662183970726,"FALSE",0.00258851580233597,TRUE,FALSE,FALSE,"NOISY SEGMENTATION;POTENTIAL SAMPLE CONTAMINATION"
"135","X1e89fba326dbe4790cd80d0a80af9b81_gdc_realn",0.67,3.8134732726867,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"136","da8127f3412615927164ae081168714a_gdc_realn",0.66,3.52586889519941,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"137","dda74474d98ed32b9eae17afcf9b3d81_gdc_realn",0.66,1.98139215110932,"FALSE",0.0511178209056172,TRUE,FALSE,FALSE,"POOR GOF (71.3%);NOISY SEGMENTATION;POTENTIAL SAMPLE CONTAMINATION"
"138","X42549bbc37936460b908f231e6191b23_gdc_realn",0.87,4.4412728408462,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"139","X8e9bd967836dc7edbb92f70520d7d0ba_gdc_realn",0.6,2.77084547184267,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"140","X406774b8ddeb72c207ffe92ee2cb716a_gdc_realn",0.85,3.13773562981522,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
